iter	Logloss
813	0.3241814155
814	0.3241814155
815	0.3241791548
816	0.3241791996
817	0.3241232201
818	0.3241228396
819	0.3241224591
820	0.3241224591
821	0.3240871838
822	0.3240871838
823	0.3240867361
824	0.3240867137
825	0.323949798
826	0.3238817766
827	0.3238813961
828	0.3238814409
829	0.3238809932
830	0.3238805903
831	0.3238798069
832	0.3238760019
833	0.3238760242
834	0.3238735174
835	0.3238717267
836	0.3238703614
837	0.3238230217
838	0.3238212759
839	0.3238200896
840	0.3238056303
841	0.3237054224
842	0.3237047285
843	0.3236692741
844	0.3236677073
845	0.3236671925
846	0.3236578813
847	0.3236562473
848	0.3235689095
849	0.3235688872
850	0.323566246
851	0.3235655521
852	0.3235649702
853	0.3235649702
854	0.3235639629
855	0.3235635153
856	0.3235397447
857	0.3235392747
858	0.3235388718
859	0.3235367007
860	0.3234530113
861	0.3233976362
862	0.3233396871
863	0.3233172819
864	0.3233166999
865	0.3233164313
866	0.3233158941
867	0.3232933322
868	0.3232899077
869	0.3232761646
870	0.3232749112
871	0.323274665
872	0.3232724938
873	0.3232707032
874	0.3232459702
875	0.3232447615
876	0.3232442467
877	0.3232437991
878	0.3231932363
879	0.3231927215
880	0.3231685033
881	0.323168078
882	0.3231676303
883	0.3231674065
884	0.3231577595
885	0.3230706903
886	0.3230690788
887	0.3229627827
888	0.3229618874
889	0.3229607683
890	0.3228766984
891	0.3227387307
892	0.322737231
893	0.3227371415
894	0.3227369625
895	0.3227368505
896	0.3227026944
897	0.322699986
898	0.3227000532
899	0.322698934
900	0.3226975463
901	0.3226882798
902	0.3226875188
903	0.3226868697
904	0.3226496247
905	0.3226492666
906	0.3226483489
907	0.3225958611
908	0.3225921232
909	0.3225919442
910	0.3225914517
911	0.3225904669
912	0.3225889896
913	0.322588542
914	0.3225353828
915	0.3225250419
916	0.322489677
917	0.3224888041
918	0.3224886698
919	0.3224885355
920	0.3224551627
921	0.3224541555
922	0.3224536855
923	0.3224418673
924	0.3224414644
925	0.3224403229
926	0.3224401662
927	0.3224400543
928	0.3224396962
929	0.3224395395
930	0.3224392038
931	0.3224390695
932	0.3224382413
933	0.32237116
934	0.3223703542
935	0.3223699066
936	0.3223430919
937	0.322341928
938	0.3223416147
939	0.3223413013
940	0.3223410103
941	0.3223298413
942	0.3223288117
943	0.3223285207
944	0.3223276254
945	0.3223274911
946	0.3223264167
947	0.3222459729
948	0.322173945
949	0.322173654
950	0.3221728258
951	0.3221725796
952	0.322172311
953	0.3221702742
954	0.322170028
955	0.3221409303
956	0.3221401469
957	0.3221398335
958	0.3221396769
959	0.3221313057
960	0.3220338509
961	0.3219941661
962	0.3219833552
963	0.3219831538
964	0.3219829971
965	0.3219814527
966	0.3219805574
967	0.3219589803
968	0.3219579731
969	0.3219442748
970	0.321930778
971	0.3219305765
972	0.3219249585
973	0.3219245779
974	0.3219237274
975	0.3218993301
976	0.3218732541
977	0.3218698743
978	0.32180098
979	0.3218007114
980	0.3218003309
981	0.3217401211
982	0.3217398525
983	0.3216868724
984	0.3216849475
985	0.3216594758
986	0.3216572599
987	0.3216477248
988	0.3216474786
989	0.3216462252
990	0.3216303334
991	0.3216301543
992	0.3215786514
993	0.3215768608
994	0.3215767041
995	0.3215472036
996	0.3215469798
997	0.3215182626
998	0.3215163377
999	0.3214574261
